O*NET-SOC Code,Title,oral_comprehension,oral_expression,fluency_of_ideas,originality,problem_sensitivity,deductive_reasoning,information_ordering,mathematical_reasoning,perceptual_speed,visualization,selective_attention,time_sharing,arm_hand_steadiness,finger_dexterity,multilimb_coordination,response_orientation,rate_control,reaction_time,wrist_finger_speed,speed_of_limb_movement,stamina,extent_flexibility,dynamic_flexibility,sound_localization,speech_clarity,label_ML,probability_ML
51-9141.00,Semiconductor Processing Technicians,3.38,3.38,2.13,2.13,3,3.13,3.25,1.88,3.13,3,3,2.13,3.38,3.63,2.88,2.75,2.5,2.63,1.88,1.13,2,2.25,0,0.75,2.63,NA,
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.5,3.62,2.25,2.12,3.25,3,3,2,3.38,3,3,2.75,3,3,3,2.62,2.75,3.5,2.12,1.5,2.62,3.12,0.25,1.5,2.88,NA,
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,3.25,3,2.38,2,3,3,2.88,2,3,3,3,2.88,3,3,3,3.12,2.88,3.5,2.38,2,2.75,3.12,0.75,2,2.75,NA,
47-5013.00,"Service Unit Operators, Oil and Gas",3.5,3.62,2.25,2.38,3.5,3.25,3,2.38,3.38,3.25,3.12,2.88,3,3.12,3.62,3.12,3,3.25,2.38,2.25,2.5,3,0,2.38,3.12,NA,
27-1027.00,Set and Exhibit Designers,4.12,4,4.12,3.88,3.88,3.75,3.75,2.75,3,4.5,3,2.75,2.62,2.88,1.5,0.88,0.88,1.38,1,0.88,0.75,0.75,0,0.62,3.75,NA,
51-6051.00,"Sewers, Hand",2.38,2.38,2.25,2.38,2.5,2.5,2.75,1.75,2.63,3.38,2.5,1.88,4,4.25,2.88,2,1.75,1.75,2.88,0,0.13,0.38,0.13,0,1.88,NA,
51-6031.00,Sewing Machine Operators,2.38,2.5,1.38,1.25,2.75,2.75,2.62,1.62,2.62,3,2.5,2.12,3.75,3.25,3,2.25,3,3,2.12,0.88,1.62,2.25,0.12,0,1.75,1,
39-5093.00,Shampooers,2.62,2.88,1.75,1.62,2.25,2.38,2,0.75,1.62,1.62,2.38,2.25,2.75,2.75,1.75,0,0,0,1.12,0.5,1.88,2.38,0.38,0,2.5,NA,
47-2211.00,Sheet Metal Workers,3.12,3.12,2.38,2.25,3,3,3.12,2.88,3,4,3,2.75,3,3.12,3.25,2.75,3,3,2.25,2.38,3,3.12,0.75,0.88,2.88,1,
53-5031.00,Ship Engineers,4.12,4,3,3.12,4.12,3.75,3.75,2.38,3.25,3.62,3.88,3,3.25,3.25,3.25,2.88,2.88,3.12,2,0.88,2.38,3.5,0.25,1.88,3.25,NA,
43-5071.00,"Shipping, Receiving, and Inventory Clerks",3.12,3.12,2.12,2.12,3,2.88,3,2.12,2.88,2.62,2.38,2.25,2.5,2.38,2.38,1.75,1.88,1.88,1.88,1.25,2.12,2.88,0.38,1,3,NA,
51-6041.00,Shoe and Leather Workers and Repairers,3,2.75,1.5,1.5,2.75,2.88,3,1.38,2,3,2.5,2,3.88,3.12,2.5,1.5,2.12,2.38,1.88,0.38,1.75,2.25,0.12,0.62,2.5,NA,
51-6042.00,Shoe Machine Operators and Tenders,2.88,3,2.13,1.88,2.63,2.63,3,1.75,2.63,2.75,2.88,1.75,3.38,3.38,2.75,2.13,2.75,2.88,2.25,0.13,2.25,3,0,0,2.63,NA,
49-9097.00,Signal and Track Switch Repairers,3.75,3,2.38,2,3.38,3.75,3,2.5,3.25,3.62,3.12,3,3.25,3.75,3.12,2.88,2.25,3.25,2,1.88,2.38,2.88,0,2.12,2.62,NA,
39-5094.00,Skincare Specialists,3.75,3.75,3,2.88,3,3,2.88,0.62,2,2.12,2.75,2.38,3.25,2.88,2,0.25,0.25,0.25,0.88,0,1.75,2,0,0,2.88,NA,
51-3023.00,Slaughterers and Meat Packers,2.75,2.62,0.88,0.88,2.38,2,2.5,0.88,2,1.75,2.5,1.75,3,3,2.88,1.62,2.12,3,2.38,1.25,2.12,2.75,0.62,0,1.88,NA,
11-9151.00,Social and Community Service Managers,4.62,4.62,3.75,3.75,4,4.12,3.5,3.38,2.75,2.62,3,3.12,1.25,1.88,0.75,0,0,0,0.62,0,0.38,0.38,0,0,4.25,0,
21-1093.00,Social and Human Service Assistants,4,4,3.5,3.25,3.88,4,3,2,2.62,2.12,3.12,3,0.88,1.25,1.75,1,0.25,1,0.5,0,0.88,0.88,0,0,3.75,NA,
19-4061.00,Social Science Research Assistants,4.12,4.25,3,3,3.5,3.75,3.38,3.12,2.62,2.75,3.12,2,0,2.38,0,0,0,0.25,0.5,0,0,0,0,0,3.5,NA,
25-1113.00,"Social Work Teachers, Postsecondary",4.88,5,3.62,3.62,3.75,4.25,3.88,2.38,2,2,2.5,2.25,0,0.88,0,0,0,0,0.62,0,0,0,0,0,5.12,NA,
19-3041.00,Sociologists,5,5,3.88,3.88,3.62,4.12,3.75,3.5,2.12,1.88,2.88,2,0,0.12,0,0,0,0,0.5,0,0,0,0,0,4.75,NA,
25-1067.00,"Sociology Teachers, Postsecondary",5,5,3.25,3.12,3.5,4.12,3.25,2.62,2.12,1.12,2.62,2,0,0.62,0,0,0,0,0.38,0,0,0,0,0,4.88,NA,
15-1253.00,Software Quality Assurance Analysts and Testers,4.12,4.12,3.12,3,4.12,4,4,3,3.12,2.75,3,2.5,1.62,2,0,0,0,0,1,0,0,0,0,0,3,NA,
19-1013.00,Soil and Plant Scientists,5.12,5,4.12,4,4.38,4.88,4.12,3.62,3,2.88,3,2.75,2.12,2.62,2,1,0.62,0.75,1.12,0.5,1.62,1.75,0.12,0.62,3.88,NA,
47-1011.03,Solar Energy Installation Managers,3.88,3.88,3.25,3.38,3.75,3.62,3.25,3.25,3.12,3.38,3.12,3,2.75,3.25,2.75,2.12,2.12,2.25,1.5,1.62,2.38,2.62,0.25,1.5,3.62,NA,
17-2199.11,Solar Energy Systems Engineers,4.5,4.5,3.88,3.88,4.25,4.25,4.12,3.88,3,3.5,3,2.88,2.12,2.38,1.75,0.62,0.5,0.5,1.12,0,1.12,1.38,0,0.62,3.25,NA,
47-2231.00,Solar Photovoltaic Installers,3.62,3.25,2.62,2.5,3.25,3.25,3.5,2.38,2.88,3.75,2.62,2.62,2.75,3,2.75,2.38,1.5,3,1.75,2.25,2.75,3.38,0.38,1.38,2.25,NA,
41-4011.07,Solar Sales Representatives and Assessors,4.12,4.25,3.25,3,3.38,3.75,3.5,3.25,2.25,3.38,2.62,2.25,1.62,2.12,1.5,0.12,0,0.12,0,0,1,1,0.12,0.12,3.5,NA,
47-2152.04,Solar Thermal Installers and Technicians,3.62,3.5,3,3,3.25,3.12,3.25,2.5,3.25,3.62,2.88,3,3.38,3.12,2.62,2.25,2.12,2.62,2.25,1.12,2.38,3.38,0.62,1.38,3,NA,
27-4014.00,Sound Engineering Technicians,4,3.88,3.62,3.25,3.25,3.25,3.5,2,2.62,2.88,3.25,2.62,3.12,3.12,2.25,1.25,0.88,1.25,1.88,0,0.12,1,0,0.88,3,NA,
11-9179.02,Spa Managers,4,4,3.38,3.38,3.62,3.88,3.38,3.12,2.5,2.5,2.5,2.75,1.88,2.12,1.38,1.25,0.88,0.75,0.62,1.12,1.12,1,0,0,3.62,NA,
25-2057.00,"Special Education Teachers, Middle School",4,4.12,3.88,3.88,3.88,3.88,3.75,3,2.25,2.5,3.12,2.75,0.12,1.12,0,0,0,0,0.25,0,0.62,0,0,0,3.88,NA,
25-2051.00,"Special Education Teachers, Preschool",4.12,4,3.38,3.62,4.25,4.12,3.5,1.88,2.38,2.5,3.25,2.88,2,2,1.62,0.5,0,0,1.38,0,1.5,1.88,0.12,0.5,3.88,NA,
25-2058.00,"Special Education Teachers, Secondary School",4,4.12,3.38,3.75,3.88,3.88,3.38,3,2.88,2.75,2.88,2.88,0.62,1.38,0.75,0.38,0.12,0.38,0.38,0,1.12,0.5,0,0,4,NA,
27-1014.00,Special Effects Artists and Animators,4.12,4,4,4,3.5,3.75,3.38,2.38,2.75,4,3,2.38,2.88,2.62,0.5,0.5,1,0.75,1.5,0,0,0,0,0,3.25,NA,
29-1127.00,Speech-Language Pathologists,4.88,5,4.12,3.88,4.25,4.12,4.12,2.88,3.12,2.62,2.88,2.62,1.38,1.88,0.12,0.12,0,0,1.12,0,0.12,0.38,0,0.5,4.62,NA,
31-9099.01,Speech-Language Pathology Assistants,4,4,3.12,3.12,3.88,3.38,3.38,2.12,2.88,2.12,2.88,2.75,2,2,0,0,0,0,0.62,0,0,0,0,0.12,4,NA,
29-1229.06,Sports Medicine Physicians,5,5,3.75,3.5,5.12,4.75,3.88,2.88,3.5,3.62,3.12,3.25,3.25,3.25,2.75,2.12,1.62,2,1.75,0.38,1.88,2.38,0,0,3.62,NA,
51-8021.00,Stationary Engineers and Boiler Operators,3.62,3.5,2.5,2.25,3.38,3.12,3.12,2.12,3.75,2.88,3.25,2.62,3,3.12,3,2.38,2.25,3.12,2,1.25,1.88,2.88,0,1.88,2.88,NA,
43-9111.00,Statistical Assistants,4.12,4,3.5,3.12,3.38,3.88,3.75,4.88,2.75,2.75,3,2.25,1,1.62,0,0,0,0,0.75,0,0,0,0,0,3,NA,
15-2041.00,Statisticians,5,5,3.75,3.75,3.75,4.88,4.25,5.38,2.88,2.75,2.88,1.75,0,1.88,0,0,0,0,0.62,0,0,0,0,0,3.75,NA,
53-7065.00,Stockers and Order Fillers,3.12,3.12,2.25,2.12,2.88,2.62,2.75,1.5,2.62,2.62,2.62,2.25,2.75,2.5,3,1.75,1.75,1.5,1.5,0.38,2.25,3.38,0.88,1.25,2.75,NA,
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2.88,2.88,2.62,2.75,3,2.75,2.88,1.38,2.38,3.25,3.12,1.62,4,3.62,3,1.5,1.62,2.5,2.12,0.88,2.38,3.25,0.62,0.5,2.25,NA,
47-2022.00,Stonemasons,3.13,3,2.5,2.75,2.88,2.63,2.75,1.63,2.25,3.38,2.38,2.25,3.25,3,3.25,2.38,1.75,3,2,2.38,3.13,3.25,0.25,1.5,2.75,NA,
47-2221.00,Structural Iron and Steel Workers,3.12,3.12,2.75,2.5,3,3,3.25,2,3.12,3.88,3,2.88,3.88,3.88,4,3.5,3.12,3.88,2.5,2.62,3.12,3.88,0.5,2.25,3,NA,
51-2041.00,Structural Metal Fabricators and Fitters,3,3,1,1,3,3,3,1.38,2.25,3.62,3,2.38,3.12,3,3.12,1.62,1.75,2.5,1.5,1.88,1.75,2.5,0.62,0.75,2.38,NA,
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,4.62,4.75,3.38,3.12,4.25,4,3.62,2.12,2.75,2.62,3,3,1,0.75,1,1.75,1,1.75,0.5,0.38,1.12,0.88,0,0.5,4,0,
53-4041.00,Subway and Streetcar Operators,3.38,3.5,1.88,1.88,3.12,3,3,1.88,3,2.88,3.25,3.12,2.88,2.88,3.88,3.62,3.25,4.38,1.88,2.25,2,1.75,0,3.25,3,NA,
11-3071.04,Supply Chain Managers,4.12,4.12,3.25,3.25,4,3.88,3.75,3.5,2.88,2.88,3,2.88,0,1.38,0,0,0,0,0.38,0,0,0,0,0,3.25,NA,
29-9093.00,Surgical Assistants,4,3.88,2.75,2.88,3.88,3.62,3.5,2.5,3.5,3.25,3.5,2.88,4,4.12,3.25,1.5,2,3.25,2.75,1.5,2.38,2.88,0.38,0.38,3.75,NA,
29-2055.00,Surgical Technologists,4,4,2.88,2.5,3.75,3.38,3.38,2.12,3.75,3,3.88,3,3.88,3.88,2.75,2.12,1.38,2.62,2,1.62,2,2.88,0,0.12,3,NA,
19-3022.00,Survey Researchers,4,4.12,3.5,3.38,3.62,4.12,4,4.12,2.75,2.12,2.88,2,0.5,1.75,0,0,0,0,0.38,0,0,0,0,0,4,NA,
17-3031.00,Surveying and Mapping Technicians,3.81,3.81,3.06,3,3.25,3.31,3.69,3.25,2.88,3.12,3,2.56,2.81,3,2.12,1.75,1.5,1.88,1.5,0.62,1.06,1.12,0,0.69,3,NA,
17-1022.00,Surveyors,4.12,4.12,3,3,3.38,4.12,4,4.12,3.12,3.75,3,2.75,3,2.88,2.88,1.5,1.38,1.88,2,0.75,2.12,2.5,0,0.62,3.62,1,
13-1199.05,Sustainability Specialists,4,4,3.5,3.62,3.88,4,3.12,3,2.88,2.62,2.75,2.62,0,1.12,0,0,0,0,0.5,0,0,0,0,0,3.62,NA,
43-2011.00,"Switchboard Operators, Including Answering Service",3.75,4,1.88,1.75,2.75,2.62,2.38,1,2.12,1.5,2.38,2.38,1.88,2,0.62,1,0,0.12,1.12,0,0,0,0,0,3.88,1,
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3.62,3,3,3,2.88,2.88,3.12,1.62,2.12,3.38,2.38,2,3.88,3.88,2.75,1.38,2.25,2.25,1.75,0,1,2.12,0,0,2.38,NA,
27-2012.04,Talent Directors,3.88,4.12,3.62,3.25,3.25,3.75,3.25,2.12,2.25,2.88,2.88,2.5,0,0.75,0,0,0,0,0.88,0.25,0.25,0,0,0,3.62,NA,
53-7121.00,"Tank Car, Truck, and Ship Loaders",3.38,3.25,2.12,2.12,3,2.88,2.88,2.12,3.12,3,3,2.88,3.12,3.12,3.88,2.75,3.12,3.75,2,2.25,2.88,3.75,0.5,2,2.88,NA,
47-2082.00,Tapers,2.75,2.88,1.88,1.5,2.5,2.62,2.62,0.5,2,2.38,2.5,2.12,3,2.88,2.62,1.62,1.5,1.75,0,1.12,2.25,3.38,0.5,1,2.12,NA,
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4.12,4.12,2.88,2.62,3.38,4,3.75,3.12,2.75,2.12,2.5,2,0.88,2.12,0,0,0,0,1,0,0,0,0,0,3.12,1,
13-2082.00,Tax Preparers,4,4,3,2.75,3,3.75,3.12,3.38,2.38,1.5,2.88,2,1.12,1.88,0,0,0,0,1,0,0,0,0,0,3,NA,
25-9044.00,"Teaching Assistants, Postsecondary",4.62,4.38,3.25,3.25,3.12,3.75,3,2.25,2,2.12,2.88,2.12,0.88,1.12,0,0,0,0,0.62,0,0,0,0,0.12,3.75,NA,
51-2092.00,Team Assemblers,3.5,3,2.12,2.12,2.88,2.88,3.25,1.25,2.62,3,3,2.88,3,3.25,2.88,1.38,2.5,2.75,1.75,1.5,2.12,2.75,0,0.62,3,NA,
27-3042.00,Technical Writers,4.25,4.12,3.25,3,3.12,4,4,0.88,1.88,3.25,2.38,1.62,1.38,1.88,0,0,0,0,0.38,0,0,0,0,0,3,1,
15-1241.01,Telecommunications Engineering Specialists,4.12,4,3.25,3.25,3.88,4,3.75,3,3,2.88,3,2.5,2.75,3,1.38,0.12,0,0.12,0.5,0,1.5,2.38,0,0.5,3.5,NA,
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4,3.5,3,2.88,3.25,3.25,3.5,2.12,3.25,3.75,3,2.88,3.25,3.38,3.12,2.88,1.75,2.88,2.12,1.75,2.75,3.75,0.25,1.88,3.12,NA,
49-9052.00,Telecommunications Line Installers and Repairers,3.62,3.5,2.38,2.38,3,3,2.88,2,3,3.12,2.88,2.62,3.12,3,3.38,2.62,1.75,2.38,1.88,1.62,2.12,3.75,0.75,1.88,2.75,NA,
41-9041.00,Telemarketers,3.75,3.75,2.25,2.12,2.62,2.62,2.12,0.75,0.75,0.75,2.62,2.12,0.75,1.12,0,0,0,0,0.62,0,0,0,0,0,3.75,NA,
43-2021.00,Telephone Operators,3.88,3.88,2.25,2,2.88,2.75,2.5,1.38,1.5,1.13,2.75,2,1.5,2.75,0,0.25,0.88,1.13,0.25,0,0,0,0,0.13,3.75,NA,
43-3071.00,Tellers,3.75,3.88,2.38,2.25,3.25,3.25,3,3,2.75,2,3,2.88,2.12,2.38,1.88,0.88,1,0.88,1.62,0.5,0.75,0.75,0,0,3.62,NA,
47-2053.00,Terrazzo Workers and Finishers,2.88,2.75,2.12,2,2.5,2.5,2.62,1.75,2.88,3.12,2.88,2.62,3.12,3.25,3,2.5,2.25,2.88,2.62,2.12,3.12,3.88,1.25,1.62,2.38,NA,
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3,3,2,2,3,2.88,3,2.12,3.12,3,3,2.38,3.25,3,3,2.12,3,3.25,2,1.62,2.25,2.88,0.25,0.62,2.5,NA,
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3,3,2,2,3,3,3,1.88,3,3.5,3.12,2.12,3.75,3.12,3,3,3,3.62,2.12,1.75,2.38,3.12,0.62,1.88,2.88,NA,
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.12,3,1.5,1.5,3,2.62,2.62,1,2.88,3,3,2.12,3.62,3.5,3.12,2.12,2.25,2.88,2.12,1,2.38,2.88,0.25,0.38,2.5,NA,
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.75,2.75,2,2,3,2.62,2.88,1.88,3.12,2.88,3.12,2.12,4,3.75,3.12,2.62,3.12,3.62,3,2,2.75,3.25,0.75,0.12,2.5,NA,
47-2044.00,Tile and Stone Setters,3.12,3,2.5,2.88,2.88,3,3,2.5,2.25,3.75,3,2.12,3,3.12,3.12,2.12,1.75,2.75,2,2.12,2.88,3.75,0.25,0.62,2.62,NA,
51-2061.00,Timing Device Assemblers and Adjusters,3,3.12,2.38,2.25,3,2.88,3.25,2,2.25,3.38,2.88,2.62,3.88,4.75,2.5,2.12,1.88,2.12,1.88,1.25,0,0,0,0.88,2.62,NA,
51-9197.00,Tire Builders,2.75,2.75,1.88,2,2.62,2.62,2.5,1.12,2.5,2.88,3.12,1.62,3.12,3.12,3.62,2.88,3.12,3.38,2.25,2.12,3,3.5,0.12,0.75,2.25,NA,
49-3093.00,Tire Repairers and Changers,3.12,3,2,2,2.88,2.88,2.88,1.62,2,2.25,2.62,2.12,2.25,3.12,3,2.62,2.75,3,2,2.12,2.25,3.62,0.12,1.5,2.25,NA,
23-2093.00,"Title Examiners, Abstractors, and Searchers",4,4,2,1.88,2.88,3.38,3,2,2.38,1.75,2.75,1.88,0.62,1.38,0,0,0,0,0.62,0,0,0,0,0,3.12,NA,
51-4111.00,Tool and Die Makers,3.88,3.5,2.75,2.62,3,3.12,3.75,2.62,2.88,3.88,3.25,2,3.25,3.38,3.25,2.62,2.38,3.12,2.12,1.75,2,2.25,0.5,0.88,2.88,NA,
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.12,3.12,2.25,2.12,3,3,3,2.88,3.12,3.38,3.25,2.38,3.25,3.5,3,1.88,3,3.5,2.5,1.25,1.75,2.75,0,0.75,2.38,NA,
39-7011.00,Tour Guides and Escorts,4,3.88,2.38,2.62,3,2.88,2.88,1.12,1.38,1.38,2.25,2.5,0.62,0.38,0.38,0,0,0,0.25,0.38,1.62,0.25,0,0.12,4,NA,
53-6041.00,Traffic Technicians,3.88,4,3.12,3,3.38,3.88,3.5,3,3,3.12,3,2.38,2.5,2.62,2,1.88,1.62,2.38,0.75,0.5,0.62,1.12,0,1.38,3,NA,
11-3131.00,Training and Development Managers,4.25,4.62,4.12,4,3.88,4.25,3.88,3,2.62,2.88,2.88,2.25,0.88,1.5,0,0,0,0,0.12,0,0,0,0,0,5,NA,
13-1151.00,Training and Development Specialists,4.12,4.38,3.88,3.88,3.75,3.88,3.12,2.12,2,2.38,2.88,2.75,0,1.12,0,0,0,0,0.5,0,0,0,0,0,4.5,NA,
33-3052.00,Transit and Railroad Police,4,4,3,3,4,3.88,3,2,3,2.88,3.25,2.75,2.88,2.5,3,3.12,2.5,3.12,2.12,2.12,3,2.5,0,2.12,3.25,NA,
17-2051.01,Transportation Engineers,4.75,4.75,4,3.75,4.62,4.75,4.25,4.25,3,4.12,3,2.25,0.38,1.25,0.38,0,0,0,0.88,0,0,0,0,0,3.75,NA,
53-6051.00,Transportation Inspectors,3.88,3.88,2.38,2.38,3.62,3.25,3.38,2.75,3.25,3.25,2.62,2.5,2.38,2.62,2.25,1.88,1.25,2.12,0,1.62,2,2.12,0,0.88,3,NA,
19-3099.01,Transportation Planners,4.12,4.12,4,4,4.12,4.38,4.12,3.62,3,4,3.12,2.75,0.12,0.88,0.38,0,0,0,0.62,0,0,0,0,0,3.88,NA,
33-9093.00,Transportation Security Screeners,3.75,3.62,2.5,2.38,3.88,3.38,3.25,1.5,3.62,2.75,3.75,2.88,2.88,2.75,2.62,2.62,2.5,3.12,1.75,1.88,2.62,2.88,0.38,0.5,3.5,NA,
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",3.62,3.25,2.12,2,3.12,3,3,1.75,2.88,2.75,2.88,2.62,3.12,3,2.75,2.12,2.25,2.38,1.75,0.88,1.88,3.12,0,1.25,3,NA,
11-3071.00,"Transportation, Storage, and Distribution Managers",4.12,4.12,3.46,3.33,4,3.96,3.67,3.13,2.5,2.62,2.88,2.46,1.25,1.75,1,0.58,0.54,0.58,0.33,0.29,0.58,0.63,0,0.37,3.54,0,
41-3041.00,Travel Agents,4,4,3.5,3,2.88,3.75,3,2,2,2.12,2.38,2.88,0.75,1.5,0,0.12,0,0,1.75,0,0,0,0,0,3.62,NA,
39-7012.00,Travel Guides,4,4,3.25,3.25,3.38,3.25,3,2,2.62,2.62,2.88,3,2.12,1.88,2,1.88,1,2,0.75,0,1.12,0.88,0,0.88,4.12,NA,
11-3031.01,Treasurers and Controllers,4.12,4.88,3.62,3.5,4.62,4.62,3.88,4.25,3.12,2.62,2.62,2,0,2,0,0,0,0,0.38,0,0,0,0,0,3.75,NA,
37-3013.00,Tree Trimmers and Pruners,3.38,3.12,2.25,2.25,3.25,3,3,1,2.38,3.12,3.12,2.88,3.25,3,3.75,2.88,3.12,4,2.38,2.75,3.12,4,1.12,1.88,2.75,NA,
25-3041.00,Tutors,4,4.25,3.12,3.12,3.62,3.12,3.12,3,2.12,2,3.12,2.75,0.62,1.25,0,0,0,0,0.12,0,0,0,0,0,3.75,NA,
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.88,3.75,1.75,1.75,3.75,3.25,2.88,1.88,3.62,2.62,4,3.12,1.75,1.25,1.88,2.12,0.62,2.12,0.5,2,2.75,2.12,0.25,0.75,3.5,NA,
51-6093.00,Upholsterers,3,3,2.88,3,3,3,3.12,2.25,2.75,3.88,3,2.62,4.12,4,3.75,2.38,2.62,2.62,1.88,1.38,1.88,3,0.38,1.38,2.88,NA,
19-3051.00,Urban and Regional Planners,4.5,4.62,4.12,4,4.12,4.12,3.88,3.38,2.75,3.75,2.88,2.75,0,1.75,0.62,0,0,0,0.88,0,0,0,0,0,4,NA,
29-1229.03,Urologists,5,4.88,3.38,3.25,5.25,4.75,4,2.88,3.25,3,3.38,3,3.88,3.75,2.88,2,1.75,1.88,2,1.12,1.62,2,0,0.62,3.75,NA,
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.88,3,2,2,2.88,2.38,2.25,1.25,2.12,1.88,2.12,2,2,1.88,1.5,0.62,0.75,0.75,0.88,0.5,1.38,1.38,0,0,2.88,NA,
17-2112.02,Validation Engineers,4.38,4.12,3.12,3.12,4.12,4.38,4,3.88,2.88,3,3,2.88,1.88,1.38,0.75,0.75,0.75,0.75,1.38,0,0,0,0,0,3.12,NA,
29-1131.00,Veterinarians,4.38,4.25,3.38,3.38,5.12,4.25,4,3.12,2.38,3,3,2.88,3.88,3.88,3.12,1.5,1.38,1.5,2,0.25,1.88,2.12,0.12,0,3.5,NA,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3.75,3,2.25,2,3.75,3,3,2.12,2.88,2.12,2.62,2,3,3,2.88,1.38,1.25,2,1.88,1.75,2.12,3,0.5,0,3,NA,
29-2056.00,Veterinary Technologists and Technicians,4,3.88,3,3,4,3.88,3.38,3.12,3,2.88,3,2.88,3.62,3.12,2.88,1.62,1,1.75,1.75,1.38,2.62,2.88,0,0,3.12,NA,
15-1255.01,Video Game Designers,4,4,4.12,4.12,3.88,3.88,3.88,3,2.88,3.75,3.75,2.62,2.12,2.38,0,0,0,0,0.62,0,0,0,0,0,3.12,NA,
35-3031.00,Waiters and Waitresses,3,3,2.12,2.12,2.88,2.25,2.25,1.75,2.25,1.88,2.25,2.62,2.38,2.38,2.12,0,0.62,1,0.12,1.38,2.62,2.88,0.38,0,3,0,
49-9064.00,Watch and Clock Repairers,3.25,3,2.25,2.62,3.12,3,3.12,1.88,2.38,3.25,3,2.38,4.12,4.88,2.38,1.38,1.5,1.62,1.88,0,0,0.62,0,0,2.5,NA,
51-8031.00,Water and Wastewater Treatment Plant and System Operators,4,3.88,3,2.5,4,3.38,3.12,3,3.25,2.88,3.12,2.75,3,3,3.12,3,2.25,3,2,1.62,2,2.75,0,1,3.12,NA,
11-9121.02,Water Resource Specialists,4,4.12,3.5,3.5,3.88,4.12,4,3.38,3.25,3.12,3,2.75,0.12,1.5,0.62,0,0,0,0.25,0,0,0,0,0,3.88,NA,
17-2051.02,Water/Wastewater Engineers,4.88,4.75,4,3.88,4.38,4.88,4,4.5,3,4,3.12,2.88,0,1.25,0.38,0,0,0,0.25,0,0,0,0,0,3.25,NA,
47-4099.03,Weatherization Installers and Technicians,3.5,3.62,2.88,2.62,3.25,3,3.12,2.38,2.88,3.12,2.88,2.88,3,3,3.12,2.25,2,2.88,2.12,1.75,2.5,3.25,0.5,1.62,3.12,NA,
15-1299.01,Web Administrators,4.25,4.12,3.12,3.25,4,4,3.75,3,2.88,2.88,3,1.88,1.62,2.75,0,0,0,0,0.38,0,0,0,0,0,3.12,NA,
15-1254.00,Web Developers,4,4,3.62,3.62,3.75,4,3.75,2.88,3.12,3.62,3.25,1.75,1.88,3,0,0.12,0,0,1,0,0,0,0,0,3.12,NA,
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3.5,3.12,2.12,2.12,2.88,3.12,3,2.62,3.12,2.5,3.12,2.25,2.62,2.88,2.38,0.88,1.12,2.38,0.75,1.25,2,2.38,0,0.88,3,NA,
51-4121.00,"Welders, Cutters, Solderers, and Brazers",3.12,2.75,2.12,2.12,3.12,3,2.5,1.75,2.62,3.38,2.88,2.5,3.5,3.12,2.75,2.5,2.5,2.75,1.62,0.5,2,2.75,1,1.62,2,NA,
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.12,3.38,1.62,1.62,2.88,3,3,1.38,3,3.25,3.12,2.12,3,3.25,3,2.12,3,3,1.62,1.38,2.12,3.12,0.38,0.62,2.75,NA,
53-7073.00,Wellhead Pumpers,2.88,3,1.88,1.75,3.25,3,3,1.38,3.38,3.12,3.12,2.25,2.88,2.88,3.38,3,2.12,3.5,1.62,1.5,2.38,3.12,0.75,0.75,2.5,NA,
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4,4,3.12,3.12,3.5,4,3.25,3.62,2.75,2.38,2.62,2,1.88,2,1.12,0,0,0,0.62,0.38,0.75,0.75,0,0,3.38,NA,
11-9199.10,Wind Energy Development Managers,4.25,4.25,3.38,3.25,4,4.38,3.38,3.5,2.5,3.12,2.62,2.5,0.5,0.88,0.5,0.38,0.25,0.25,1.88,0,0.25,0.38,0,0.25,3.62,NA,
17-2199.10,Wind Energy Engineers,4.38,4.38,3.5,3.62,3.75,4.38,3.75,4.38,2.88,4,2.62,1.75,1.62,2.25,1.12,1.12,1,0.88,0.75,0.12,0,0,0,0.12,3.38,NA,
11-9199.09,Wind Energy Operations Managers,4,4,3.12,3.12,4,4,3.75,3,3,3.25,3.12,2.88,2.25,2.25,2.25,1.88,1.5,2.38,2,0,1.38,2.25,0,1.25,4,NA,
